document;siape;das;context
PORTARIA IPEA Nº 458, DE 29 DE DEZEMBRO DE 2023Nº 458;;;Designar a servidora FERNANDA CRISTINE CARNEIRO HENRIQUES, matrícula SIAPE nº XX137XX, para, excepcionalmente, em virtude de férias do titular e ausência de substituto, responder pelas atribuições de Coordenadora de Comunicação Institucional-COCIN, código FCE 1.10, da Coordenação-Geral de Imprensa e Comunicação Social - CGCOM, da Presidência do Instituto de Pesquisa Econômica Aplicada - IPEA, no período de 08 a 19 janeiro de 2024.
PORTARIA IPEA Nº 1, DE 5 DE JANEIRO DE 2024Nº 1;;;"Autorizar o Afastamento do País do servidor PEDRO HUMBERTO BRUNO DE CARVALHO JUNIOR, ocupante do cargo de Técnico de Planejamento e Pesquisa, em exercício na Diretoria de Estudos e Políticas Macroeconômicas - DIMAC, matrícula SIAPE nº **610**, do Instituto de Pesquisa Econômica Aplicada - IPEA, a fim de participar da ""1ª Conferência Inicial da APBT"", em Addis Ababa/Etiópia, no período de 08 a 12 de janeiro de 2024, incluído trânsito, com ônus limitado."
PORTARIA IPEA Nº 2, DE 5 DE JANEIRO DE 2024Nº 2;;;Designar o servidor CLEANDRO HENRIQUE KRAUSE, matrícula SIAPE nº XX053XX, para, excepcionalmente, em virtude de férias do titular e do substituto, responder pelas atribuições de Coordenador-Geral de Estudos e Políticas Regionais, Urbanas e Ambientais - CGRUR, código FCE 1.13, da Diretoria de Estudos e Políticas Regionais, Urbanas e Ambientais - DIRUR, no período de 22 de janeiro a 2 de fevereiro de 2024.
PORTARIA MGI Nº 80, DE 9 DE JANEIRO DE 2024Nº 80;;;Art. 1º Ficam designados o servidor e a servidora abaixo elencados para dar cumprimento ao disposto na cláusula terceira, alínea c, do Acordo de Cooperação Técnica nº 145/2023, celebrado entre o Ministério da Gestão e da Inovação em Serviços Públicos, e o Instituto de Pesquisa Econômica Aplicada - Ipea, que tem por objeto a execução de atividades de pesquisa, disseminação de conhecimentos e prestação de apoio técnico e institucional para subsidiar a atuação deste Ministério na proposição de diretrizes, normas e procedimentos para consolidação de uma gestão pública efetiva e inovadora, com contribuição para a redução das desigualdades ainda vigentes na sociedade brasileira:
PORTARIAS IPEA DE 12 DE JANEIRO DE 2024Nº 5;;;Nº 5 - Dispensar o servidor CHRISTIAN COSTA DAMASCENO, matrícula SIAPE nº XX826XX, do encargo de substituto eventual do Coordenador de Infraestrutura de Tecnologia e Informação - COTEC, código FCE 1.10, da Coordenação-Geral de Ciência de Dados e Tecnologia da Informação - CGDTI, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIAS IPEA DE 12 DE JANEIRO DE 2024Nº 6;;;Nº 6 - Designar o servidor FREDERICO THOMAZ DE AQUINO FRANZOSI, matrícula SIAPE nº XX062XX, para o encargo de substituto eventual do Coordenador de Infraestrutura de Tecnologia e Informação - COTEC, código FCE 1.10, da Coordenação-Geral de Ciência de Dados e Tecnologia da Informação - CGDTI, do Instituto de Pesquisa Econômica Aplicada - IPEA, nos afastamentos e impedimentos legais ou regulamentares do titular.
PORTARIA IPEA Nº 7, DE 12 DE JANEIRO DE 2024Nº 7;;;Designar o servidor CARLOS HENRIQUE LEITE CORSEUIL, Matrícula SIAPE n.º XX832XX, para, excepcionalmente, em virtude de ausência do titular e férias do substituto, responder pelas atribuições de Presidente, código CCE 1.17, do Instituto de Pesquisa Econômica Aplicada - IPEA, no período de 05 a 09 de fevereiro de 2024.
PORTARIA IPEA Nº 8, DE 15 DE JANEIRO DE 2024Nº 8;;;Designar o servidor ALEXANDRE XAVIER YWATA DE CARVALHO, matrícula SIAPE nº XX005XX, para o encargo de substituto eventual do Coordenador de Gestão de Informações e de Estudos Especiais em Macroeconomia - COGIE, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Macroeconômicas - CGMAC, da Diretoria de Estudos e Políticas Macroeconômicas - DIMAC, do Instituto de Pesquisa Econômica Aplicada - IPEA, nos afastamentos e impedimentos legais ou regulamentares do titular.
PORTARIA IPEA N° 9, DE 18 DE JANEIRO DE 2024 ;;;Designar o servidor WAGNER CARDOSO DOS SANTOS, Matrícula SIAPE n° XX996XX, para exercer a função comissionada de Coordenador-Geral de Planejamento, Gestão Estratégica e Orçamento - CGPGO, código FCE 1.13, da Diretoria de Desenvolvimento Institucional - DIDES, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIAS DE PESSOAL UFSM DE 18 DE JANEIRO DE 2024Nº 115;;;Nº 115-DISPENSAR Jucemara Antunes, Matrícula SIAPE 2186970, ocupante do cargo de Professor Ensino Básico, Técnico e Tecnológico, do Quadro Único de Pessoal da UFSM, da Função Gratificada de Diretora da Departamento de Ensino, Pesquisa e Extensão - UEIIA da Unidade de Educação Infantil Ipê Amarelo, Código FG3.041, para a qual foi designada pela Portaria de Pessoal UFSM N. 189, de 25/01/2023. (Processo n. 000887/2024-64)
PORTARIAS DE PESSOAL UFSM DE 18 DE JANEIRO DE 2024Nº 116;;;II - Esta Portaria entra em vigor na data de sua publicação.
PORTARIA IPEA Nº 10, DE 19 DE JANEIRO DE 2024Nº 10;;;Dispensar o servidor PAULO WILDES ARNAUD, matrícula SIAPE n° XX430XX, CPF n.º XXX.128.373-XX, como substituto do responsável pela conformidade do registro de gestão, relativo aos registros realizados pela Unidade Gestora 113601 - FUNDAÇÃO INSTITUTO DE PESQUISA ECONÔMICA APLICADA - IPEA, a contar de 02 de janeiro de 2024.
PORTARIA Nº 45, DE 24 DE JANEIRO DE 2024Nº 45;;;Art. 1º Designar, para compor o Grupo de Trabalho Interinstitucional para avaliar e propor metodologias para a produção de informações sobre a população em situação de rua, os seguintes membros:
PORTARIA IPEA Nº 11, DE 24 DE JANEIRO DE 2024Nº 11;;;Art. 1º Ceder o servidor LUCAS FERRAZ VASCONCELOS, Matrícula SIAPE nº XX321XX, ocupante do cargo de Técnico de Planejamento e Pesquisa, pertencente ao Quadro de Pessoal da Fundação Instituto de Pesquisa Econômica Aplicada - IPEA, para exercer a Função Comissionada de Coordenador-Geral de Acompanhamento Macroeconômico, código FCE 1.13, da Subsecretaria de Acompanhamento Macroeconômico e de Políticas Comerciais da Secretaria de Assuntos Internacionais do Ministério da Fazenda.
PORTARIA IPEA Nº 13, DE 26 DE JANEIRO DE 2024Nº 13;;;"Autorizar o Afastamento do País do servidor Pedro Silva Barros, ocupante do cargo de Técnico de Planejamento e Pesquisa, em exercício na Diretoria de Estudos Internacionais - DINTE, matrícula SIAPE nº **050**, do Instituto de Pesquisa Econômica Aplicada - IPEA, para participar na condição de palestrante na conferência ""A Region of Global Solutions"" (Uma região de soluções globais), na Cidade do Panamá/Panamá, no período de 31 de janeiro a 02 de fevereiro de 2024, incluído trânsito, com ônus limitado."
PORTARIA IPEA Nº 12, DE 25 DE JANEIRO DE 2024Nº 12;;;Dispensar, a pedido, o servidor ANTONIO ERNESTO LASSANCE DE ALBUQUERQUE JUNIOR, Matrícula SIAPE n.º XX675XX, da Função Comissionada de Coordenador-Geral de Imprensa e Comunicação Social - CGCOM, código FCE 1.13, do Gabinete da Presidência do Instituto de Pesquisa Econômica Aplicada - IPEA, a partir de 6 de fevereiro de 2024.
PORTARIA Nº 2, DE 29 DE JANEIRO DE 2024Nº 2;;;Art. 1º O art. 1º da Portaria nº 56, de 27 de novembro de 2023, passa a vigorar com a seguinte alteração:
PORTARIA MCID N° 75, DE 29 DE JANEIRO DE 2024 ;;;Art. 1º Restabelecer o mandato dos membros integrantes (entidades) da 5ª Gestão do Conselho das Cidades e designar, na forma do Anexo desta Portaria, os respectivos representantes para o funcionamento do Conselho das Cidades - ConCidades.
PORTARIA DIDES Nº 19, DE 29 DE JANEIRO DE 2024Nº 19;;;Conceder aposentadoria voluntária ao servidor Osmar Gomes de Mesquita, Auxiliar de Serviços Gerais, AX-NI-S-IV, do Quadro de Pessoal desta Fundação, matrícula SIAPE n.º XX692XX, com fundamento no art. 20, § 2º, da Emenda Constitucional n.º 103, de 12 de novembro de 2019, declarando em decorrência extinção do cargo (processo n.º 03001.003764/2023-30).
PORTARIAS IPEA DE 31 DE JANEIRO DE 2024Nº 14;;;Nº 14 - Dispensar, a pedido, a servidora JULIA DE MEDEIROS BRAGA, Matrícula SIAPE n° XX984XX, do encargo de substituta eventual da Coordenadora-Geral de Estudos e Políticas Macroeconômicas - CGMAC, código FCE 1.13, da Diretoria de Estudos e Políticas Macroeconômicas - DIMAC, do Instituto de Pesquisa Econômica Aplicada - IPEA, a contar de 25 de janeiro de 2024.
PORTARIAS IPEA DE 31 DE JANEIRO DE 2024Nº 15;;;Nº 15 - Dispensar, a pedido, a servidora JULIA DE MEDEIROS BRAGA, Matrícula SIAPE n° XX984XX, da Função Comissionada de Coordenadora de Acompanhamento e Estudos da Conjuntura - COAEC, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Macroeconômicas - CGMAC, da Diretoria de Estudos e Políticas Macroeconômicas - DIMAC, do Instituto de Pesquisa Econômica Aplicada - IPEA, a contar de 25 de janeiro de 2024.
PORTARIAS IPEA DE 2 DE FEVEREIRO DE 2024Nº 16;;;Nº 16 - Dispensar o servidor PEDRO LUCAS DE MOURA PALOTTI, matrícula SIAPE nº XX424XX, do encargo de substituto eventual do Coordenador de Planejamento e Análise de Políticas Públicas - COPAP, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas do Estado, das Instituições e da Democracia - CGEST, da Diretoria de Estudos e Políticas do Estado, das Instituições e da Democracia - DIEST, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIAS IPEA DE 2 DE FEVEREIRO DE 2024Nº 17;;;Nº 17 - Designar a servidora NATALIA MASSACO KOGA, matrícula SIAPE nº XX594XX, para o encargo de substituta eventual do Coordenador de Planejamento e Análise de Políticas Públicas - COPAP, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas do Estado, das Instituições e da Democracia - CGEST, da Diretoria de Estudos e Políticas do Estado, das Instituições e da Democracia - DIEST, do Instituto de Pesquisa Econômica Aplicada - IPEA, nos afastamentos e impedimentos legais ou regulamentares do titular.
PORTARIA DIDES Nº 24, DE 9 DE FEVEREIRO DE 2024Nº 24;;;Art. 1º Conceder pensão à MARIA MARCISLENE PEREIRA DA SILVA, na qualidade de companheira do ex-servidor Geraldo Nogueira Luiz, ocupante do cargo Auxiliar Técnico, matricula Siape XX383XX, do quadro de pessoal deste Instituto de Pesquisa Econômica Aplicada - Ipea, falecido em atividade, em 01 de janeiro de 2024, com fundamento no inciso IV do art. 3º da Portaria SGP/SEDGG/ME Nº 4645, de 24 de maio de 2022, c/c o art. 217 da Lei nº 8.112, de 11 de dezembro de 1990, e (art. 2º da Lei nº 10.887, de 18 de junho de 2004 ou art. 23 da Emenda Constitucional nº 103, de 12 de novembro de 2019).
PORTARIA DIDES Nº 24, DE 9 DE FEVEREIRO DE 2024Nº 4645;;;Art. 2º Os efeitos desta Portaria entram em vigor em 01 de janeiro de 2024, data do óbito.
PORTARIA IPEA Nº 19, DE 9 DE FEVEREIRO DE 2024Nº 19;;;Designar o servidor ANTONIO DE PÁDUA DE LIMA BRITO, matrícula SIAPE nº XX003XX, para, excepcionalmente, em virtude de férias do titular e ausência do substituto, responder pelas atribuições de Coordenador de Gestão da Informação e Transformação Digital- COGIT, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas do Estado, das Instituições e da Democracia - CGEST, da Diretoria de Estudos e Políticas do Estado, das Instituições e da Democracia - DIEST, do Instituto de Pesquisa Econômica Aplicada - IPEA, no período de 05 de fevereiro a 16 de fevereiro de 2024.
PORTARIA IPEA Nº 18, DE 9 DE FEVEREIRO DE 2024Nº 18;;;Art. 1º Delegar competência ao servidor FERNANDO GAIGER SILVEIRA, matrícula SIAPE n° XX832XX, para exercer as atribuições de Ordenador de Despesas do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIA IPEA Nº 20, DE 9 DE FEVEREIRO DE 2024Nº 20;;;Designar o servidor BERNARDO ABREU DE MEDEIROS, matrícula SIAPE nº XX340XX, para, excepcionalmente, em virtude de férias do titular e ausência do substituto, responder pelas atribuições de Diretor de Estudos e Políticas do Estado, das Instituições e da Democracia - DIEST, do Instituto de Pesquisa Econômica Aplicada - IPEA, no período de 14 de fevereiro a 1º de março de 2024.
PORTARIA IPEA Nº 22, DE 16 DE FEVEREIRO DE 2024Nº 22;;;"Autorizar o Afastamento do País do servidor FÁBIO VERAS SOARES, ocupante do cargo de Técnico de Planejamento e Pesquisa, Diretor de Estudos Internacionais - DINTE, matrícula SIAPE nº XX990XX, do Instituto de Pesquisa Econômica Aplicada - IPEA, para participar da 9ª edição ""Raisina Dialogue"", onde apresentará o T20 Brasil como representante da Presidenta do Ipea, em Nova Delhi / Índia, no período de 19 a 24 de fevereiro de 2024, incluído trânsito, com ônus limitado."
PORTARIA IPEA Nº 21, DE 15 DE FEVEREIRO DE 2024Nº 21;;;Dispensar o servidor LUCAS FERRAZ VASCONCELOS, matrícula SIAPE n° XX321XX, do encargo de substituto eventual do Coordenador de Finanças Públicas - COFIP, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Macroeconômicas - CGMAC, da Diretoria de Estudos e Políticas Macroeconômicas - DIMAC, do Instituto de Pesquisa Econômica Aplicada - IPEA, a contar de 1º de fevereiro de 2024.
PORTARIA IPEA Nº 26, DE 19 DE FEVEREIRO DE 2024Nº 26;;;Designar o servidor MARCELO JOSÉ BRAGA NONNENBERG, matrícula SIAPE n° XX768XX, para o encargo de substituto eventual do Coordenador de Comércio Internacional - COECI, código FCE 1.10, da Coordenação-Geral de Estudos Internacionais - CGINT, da Diretoria de Estudos Internacionais - DINTE, do Instituto de Pesquisa Econômica Aplicada - IPEA, nos afastamentos e impedimentos legais ou regulamentares do titular.
PORTARIA IPEA Nº 25, DE 19 DE FEVEREIRO DE 2024Nº 25;;;Designar o servidor GLAUCO AVELINO SAMPAIO OLIVEIRA, matrícula SIAPE n° XX071XX, para o encargo de substituto eventual da Coordenadora de Financiamento Internacional para Desenvolvimento Sustentável - CFIDS, código FCE 1.10, da Coordenação-Geral de Estudos Internacionais - CGINT, da Diretoria de Estudos Internacionais - DINTE, do Instituto de Pesquisa Econômica Aplicada - IPEA, nos afastamentos e impedimentos legais ou regulamentares do titular.
PORTARIA IPEA Nº 27, DE 20 DE FEVEREIRO DE 2024Nº 27;;;Designar o servidor ANTONIO DE PÁDUA DE LIMA BRITO, matrícula SIAPE nº XX003XX, para o encargo de substituto eventual do Coordenador de Gestão da Informação e Transformação Digital - COGIT, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas do Estado, das Instituições e da Democracia - CGEST, da Diretoria de Estudos e Políticas do Estado, das Instituições e da Democracia - DIEST, do Instituto de Pesquisa Econômica Aplicada - IPEA, nos afastamentos e impedimentos legais ou regulamentares do titular.
PORTARIA IPEA Nº 28, DE 22 DE FEVEREIRO DE 2024Nº 28;;;Autorizar o Afastamento do País do servidor Rodrigo Fracalossi de Moraes, ocupante do cargo de Técnico de Planejamento e Pesquisa, em exercício na Diretoria de Estudos Internacionais - DINTE, matrícula SIAPE nº XX340XX, do Instituto de Pesquisa Econômica Aplicada - IPEA, para participar da 65ª Convenção Anual da Associação de Estudos Internacionais (ISA): Colocando a Relacionalidade no Centro de Estudos Internacionais, na cidade de São Francisco, Califórnia/EUA, no período de 01 a 07 de abril de 2024, incluído trânsito, com ônus limitado.
PORTARIA IPEA Nº 29, DE 22 DE FEVEREIRO DE 2024Nº 29;;;"Autorizar o Afastamento do País do servidor Carlos Octávio Ocke Reis, ocupante do cargo de Técnico de Planejamento e Pesquisa, em exercício na Diretoria de Estudos e Políticas do Estado, das Instituições e da Democracia - DIEST, matrícula SIAPE nº XX820XX, do Instituto de Pesquisa Econômica Aplicada - IPEA, para participar do Workshop ""Understanding the Inequality Impacts of Health PPPs in Middle-Income Countries"", Lima/Peru, no período de 13 a 17 de março de 2024, incluído trânsito, com ônus limitado."
PORTARIA DIDES Nº 36, DE 27 DE FEVEREIRO DE 2024Nº 36;;;Art. 1º Conceder pensão a Josué Carvalho Rodrigues, na qualidade de cônjuge da ex-servidora Elza Gonzaga Carvalho, ocupante do cargo Auxiliar Administrativo, matricula Siape XX668XX, do quadro de pessoal deste Instituto de Pesquisa Econômica Aplicada, falecida na inatividade, em 5 de fevereiro de 2024, com fundamento no inciso I do art. 3º da Portaria SGP/SEDGG/ME Nº 4645, de 24 de maio de 2022, c/c o art. 217 da Lei nº 8.112, de 11 de dezembro de 1990, e art. 23 da Emenda Constitucional nº 103, de 12 de novembro de 2019.
PORTARIA DIDES Nº 36, DE 27 DE FEVEREIRO DE 2024Nº 4645;;;Art. 2º Os efeitos desta Portaria entram em vigor em 5 de fevereiro de 2024, data do óbito.
PORTARIA GBR/UFRPE Nº 179, DE 28 DE FEVEREIRO DE 2024Nº 179;['SIAPE nº 1564618'];;Art. 1º DESIGNAR para exercer a Função (FG-06) de Coordenador(a) de Prestação de Contas - CPCONT do Núcleo de Relações Institucionais - NURI/IPÊ/UFRPE, o(a) servidor(a) EDUARDO HENRIQUE PEREIRA DE MELO, do Quadro Único de Pessoal desta Universidade, Matrícula SIAPE nº 1564618, a partir da data da publicação desta portaria, conforme Despacho nº 0407/2024-GR-UFRPE, de 26/02/2024, constante no processo mencionado.
PORTARIA IPEA Nº 30, DE 27 DE FEVEREIRO DE 2024Nº 30;;;Autorizar o Afastamento do País do servidor André de Mello e Souza, ocupante do cargo de Técnico de Planejamento e Pesquisa, em exercício na Diretoria de Estudos Internacionais - DINTE, matrícula SIAPE nº XX046XX, do Instituto de Pesquisa Econômica Aplicada - IPEA, para participar de reunião de intercâmbio entre a Agência Brasileira de Cooperação (ABC) e a Agência Argentina de Cooperação Internacional e Assistência Humanitária (ACIAH), em Buenos Aires/Argentina, no período de 25 a 28 de março de 2024, incluído trânsito, com ônus limitado.
PORTARIA DIDES Nº 38, DE 29 DE FEVEREIRO DE 2024Nº 38;;;"Conceder aposentadoria voluntária a servidora MARIA CRISTINA MAC DOWELL DOURADO DE AZEVEDO, ocupante do cargo Técnico de Planejamento e Pesquisa, Nível Superior, Classe ""S"", Padrão IV, do Quadro de Pessoal desta Fundação, matrícula SIAPE nº XX990XX, com fundamento no art. 20, incisos I a III e § 2º, inciso I, da Emenda Constitucional nº 103, de 12 de novembro de 2019, declarando, em decorrência, vacância do cargo (processo nº 03001.002409/2023-43)."
PORTARIA DE PESSOAL MINC N° 108, DE 29 DE FEVEREIRO DE 2024 ;;;Art. 1º Fica alterado o art. 2º da Portaria Pessoal MinC nº 84, de 16 de fevereiro de 2024:
PORTARIA DIDES Nº 37, DE 26 DE FEVEREIRO DE 2024Nº 37;;;Conceder aposentadoria voluntária ao servidor LUIZ FERNANDO CORTEZ, Auxiliar Técnico, AT-NI-S-IV, do Quadro de Pessoal desta Fundação, matrícula SIAPE nº XX506XX, com fundamento no art. 10, § 1º, Inciso I, da Emenda Constitucional nº 103, de 12 de novembro de 2019, declarando em decorrência a vacância do cargo (processo n.º 03001.003743/2023-14).
PORTARIA IPEA Nº 32, DE 4 DE MARÇO DE 2024Nº 32;;;Art. 1º Designar o servidor JOSÉ EDUARDO MALTA DE SÁ BRANDÃO, Matrícula SIAPE nº XX719XX, para o encargo de Diretor Nacional, responsável pela proposição e coordenação das atividades a serem desenvolvidas no âmbito do Programa Executivo do Acordo entre a Organização das Nações Unidas e a República Federativa do Brasil para o funcionamento da Comissão Econômica para a América Latina e Caribe para implementar ações de cooperação em Políticas Públicas para o Desenvolvimento Socialmente Inclusivo e Ambientalmente Sustentável do Brasil e da América Latina.
PORTARIA IPEA Nº 33, DE 4 DE MARÇO DE 2024Nº 33;;;Designar o servidor SANDRO SACCHET DE CARVALHO, matrícula SIAPE nº XX354XX, para o encargo de substituto eventual da Coordenadora-Geral de Estudos e Políticas Macroeconômicas - CGMAC, código FCE 1.13, da Diretoria de Estudos e Políticas Macroeconômicas - DIMAC, do Instituto de Pesquisa Econômica Aplicada - IPEA, nos afastamentos e impedimentos legais ou regulamentares do titular.
PORTARIA IPEA Nº 34, DE 5 DE MARÇO DE 2024Nº 34;;;Dispensar, a pedido, o servidor THIAGO ANDRADE DE CASTRO, Matrícula SIAPE nº XX456XX, da Função Comissionada de Coordenador de Infraestrutura de Tecnologia da Informação - COTEC, código FCE 1.10, da Coordenação-Geral de Ciência de Dados e Tecnologia da Informação - CGDTI, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIA IPEA Nº 35, DE 5 DE MARÇO DE 2024Nº 35;;;Autorizar o Afastamento do País dos servidores Alexandre dos Santos Cunha e Fábio Veras Soares, ocupantes do cargo de Técnico de Planejamento e Pesquisa, em exercício no Gabinete e na Diretoria de Estudos Internacionais (DINTE), matrículas SIAPE nºs **033** e **990**, respectivamente, do Instituto de Pesquisa Econômica Aplicada - IPEA, a fim de participarem do Encontro de Soluções Globais, realizado pela Fundação da Iniciativa de Soluções Globais - GSI, em Berlim/Alemanha, no período de 04 a 09 de maio de 2024, incluído trânsito, com ônus limitado.
PORTARIA IPEA N° 36, DE 5 DE MARÇO DE 2024 ;;;Designar o servidor ANDRÉ DE MELLO E SOUZA, Matrícula SIAPE nº XX046XX, para exercer a Função Comissionada de Coordenador do Centro Internacional de Políticas para o Desenvolvimento Inclusivo - CIPDI, código FCE 1.10, da Coordenação-Geral de Estudos Internacionais - CGINT, da Diretoria de Estudos Internacionais - DINTE, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIA IPEA Nº 35, DE 5 DE MARÇO DE 2024(*)Nº 35;;;Autorizar o Afastamento do País do servidor Fábio Veras Soares, matrícula SIAPE nº XX990XX, ocupante do cargo de Técnico de Planejamento e Pesquisa, em exercício na Diretoria de Estudos Internacionais (DINTE), do Instituto de Pesquisa Econômica Aplicada - IPEA, a fim de participar do Encontro de Soluções Globais, realizado pela Fundação da Iniciativa de Soluções Globais - GSI, em Berlim/Alemanha, no período de 04 a 09 de maio de 2024, incluído trânsito, com ônus limitado.
PORTARIA IPEA Nº 42, DE 13 DE MARÇO DE 2024Nº 42;;;Autorizar o Afastamento do País do servidor Alexandre dos Santos Cunha, matrícula SIAPE nº XX033XX, ocupante do cargo de Técnico de Planejamento e Pesquisa, em exercício no Gabinete, do Instituto de Pesquisa Econômica Aplicada - IPEA, a fim de participar do Encontro de Soluções Globais, realizado pela Fundação da Iniciativa de Soluções Globais - GSI, em Berlim/Alemanha, no período de 04 a 09 de maio de 2024, incluído trânsito, com ônus.
PORTARIA IPEA Nº 44, DE 13 DE MARÇO DE 2024Nº 44;;;"Autorizar o Afastamento do País do servidor Carlos Eduardo Lampert Costa, ocupante do cargo de Técnico de Planejamento e Pesquisa, em exercício na Diretoria de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - DISET, matrícula SIAPE nº XX277XX, do Instituto de Pesquisa Econômica Aplicada - IPEA, a fim de participar de Workshop denominado ""Mesa para a Efetividade no Desenvolvimento"", em Lima/Peru, no período de 17 a 23 de março de 2024, incluído trânsito, com ônus limitado."
PORTARIA IPEA Nº 43, DE 13 DE MARÇO DE 2024Nº 43;;;Designar o servidor MOISÉS HENRIQUE CASTRO DA SILVA, Matrícula SIAPE nº XX539XX, para exercer a Função Comissionada de Coordenador de Infraestrutura de Tecnologia da Informação - COTEC, código FCE 1.10, da Coordenação-Geral de Ciência de Dados e Tecnologia da Informação - CGDTI, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIAS IPEA DE 13 DE MARÇO DE 2024Nº 45;;;Nº 45 - Dispensar a servidora FABÍOLA SULPINO VIEIRA, Matrícula SIAPE nº XX357XX, do encargo de substituta eventual do Coordenador-Geral de Estudos e Políticas Sociais - CGSOC, código FCE 1.13, da Diretoria de Estudos e Políticas Sociais - DISOC, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIAS IPEA DE 13 DE MARÇO DE 2024Nº 46;;;Nº 46 - Designar o servidor ANDRÉ GAMBIER CAMPOS, Matrícula SIAPE nº XX594XX, para o encargo de substituto eventual do Coordenador-Geral de Estudos e Políticas Sociais - CGSOC, código FCE 1.13, da Diretoria de Estudos e Políticas Sociais - DISOC, do Instituto de Pesquisa Econômica Aplicada - IPEA, nos afastamentos e impedimentos legais do titular.
PORTARIA MGI Nº 1.572, DE 13 DE MARÇO DE 2024Nº 1;['SIAPE nº 1282036'];;Art. 1º Autorizar a prorrogação do afastamento para servir em organismo internacional do servidor SERGEI SUAREZ DILLON, matrícula SIAPE nº 1282036, ocupante do cargo de Técnico de Planejamento e Pesquisa do quadro de pessoal do Instituto de Pesquisa Econômica Aplicada - IPEA, para continuar a exercer o cargo de Economista do Trabalho no Departamento de Condições de Trabalho e Igualdade da Organização Internacional do Trabalho - OIT, em Genebra, na Suíça, até 31 de dezembro de 2025, com perda total da remuneração.
PORTARIA IPEA Nº 47, DE 15 DE MARÇO DE 2024Nº 47;;;Autorizar o Afastamento do País do servidor André de Mello e Souza, matrícula Siape nº XX046XX, ocupante do cargo de Técnico de Planejamento e Pesquisa, em exercício na Diretoria de Estudos Internacionais - Dinte, do Instituto de Pesquisa Econômica Aplicada - Ipea, a fim de participar da 65ª Convenção Anual da Associação de Estudos Internacionais (ISA): Colocando a Relacionalidade no Centro de Estudos Internacionais, em São Francisco - Califórnia/EUA, no período de 1 a 7 de abril de 2024, incluído trânsito, com ônus limitado
PORTARIA DIDES Nº 46, DE 15 DE MARÇO DE 2024Nº 46;;;Conceder aposentadoria por incapacidade permanente para o trabalho ao servidor MAURO ROBERTO DA SILVA, Auxiliar de Serviços Gerais, AX-NI-S-IV, do Quadro de Pessoal desta Fundação, matrícula SIAPE nº XX700X, com fundamento no art. 10, § 1º, inciso II, e art. 26 da Emenda Constitucional n.º 103, publicada no DOU de 13 de novembro de 2019, declarando em decorrência a extinção do cargo (Processo n.º 03001.001071/2024-93)
PORTARIA IPEA Nº 49, DE 19 DE MARÇO DE 2024Nº 49;;;Art. 1º Ceder o servidor CARLOS OCTAVIO OCKE REIS, Matrícula SIAPE nº XX820XX, ocupante do cargo de Técnico de Planejamento e Pesquisa, pertencente ao Quadro de Pessoal da Fundação Instituto de Pesquisa Econômica Aplicada - IPEA, para exercer o cargo comissionado de Assistente Parlamentar Intermediário, código AP-10, no Senado Federal.
PORTARIA IPEA Nº 51, DE 26 DE MARÇO DE 2024Nº 51;;;Autorizar o Afastamento do País da servidora Enid Rocha Andrade da Silva, matrícula Siape nº XX766XX, ocupante do cargo de Técnico de Planejamento e Pesquisa, em exercício na Diretoria de Estudos e Políticas Sociais (Disoc), do Instituto de Pesquisa Econômica Aplicada (Ipea), a fim de participar da Sétima Reunião do Foro dos Países da América Latina e do Caribe sobre Desenvolvimento Sustentável, em Santiago/Chile, no período de 15 a 19 de abril de 2024, incluído trânsito, com ônus.
PORTARIA IPEA Nº 52, DE 22 DE MARÇO DE 2024Nº 52;;;Designar o servidor CARLOS HENRIQUE LEITE CORSEUIL, Matrícula SIAPE n.º XX832XX, para, excepcionalmente, em virtude de ausência do titular e férias do substituto, responder pelas atribuições de Presidente, código CCE 1.17, do Instituto de Pesquisa Econômica Aplicada - IPEA, no período de 17 a 20 de abril de 2024.
PORTARIA IPEA Nº 53, DE 27 DE MARÇO DE 2024Nº 53;;;Autorizar o Afastamento do País do servidor Fábio Véras Soares, ocupante do cargo de Técnico de Planejamento e Pesquisa, Diretor de Estudos Internacionais - Dinte, matrícula Siape nº XX990XX, do Instituto de Pesquisa Econômica Aplicada - Ipea, a fim de participar das Reuniões de Primavera do Fundo Monetário Internacional (FMI) e Banco Mundial (BM), em Washington/EUA, no período de 14 a 20 de abril de 2024, incluído trânsito, com ônus.
